52.0579360,4.4787179, Abdissenbos 15, 2715 XA Zoetermeer, Netherlands,
52.3545012,4.799676, Wolbrantskerkweg 245, 1069 CW Amsterdam, Netherlands,
52.0972746,4.2562376, Zuiderstrand 1, 2583 Den Haag, Netherlands,
52.3871318,4.9184199, Zwanenplein 34, 1021 CM Amsterdam, Netherlands,
52.1161834,4.2880846, Gevers Deynootweg 155, 2586 HL Den Haag, Netherlands,
52.706288,4.689358, Oorsprongweg 1, 1871 HA Schoorl, Netherlands,
52.700757, 4.692943, Duinvoetweg 7, 1871 EA Schoorl, Netherlands,
52.384188, 4.867592, Waterkeringweg 173, 1051 NZ Amsterdam, Netherlands,
52.387337, 4.875199, Westerpark 5, 1014 BX Amsterdam, Netherlands,
48.2261057,16.4232701, Schüttaupl. 23, 1220 Wien, Austria,
48.2298229,16.4220663, Weissauweg 15, 1220 Wien, Austria,
48.2342703,16.4213526, Wagramer Str. 18, 1220 Wien, Austria,
48.2420685,16.2816262, Artariastraße 5, 1170 Wien, Austria,
48.2407344,16.2774397, Schwarzenbergallee 446, 1170 Wien, Austria,
48.2355488,16.3081098, Brunnenstubenweg 1, 1180 Wien, Austria,
48.2378757,16.2983438, Josef-Redl-Gasse 8, 1180 Wien, Austria,
48.2427819,16.3419144, Obkirchergasse 22, 1190 Wien, Austria,
48.2470556,16.415693, An der Oberen Alten Donau 111A, 1210 Wien, Austria,
48.2470283,16.4026804, Arbeiterstrandbadstraße 38, 1210 Wien, Austria,
48.246043,16.4184852, An der Oberen Alten Donau 129, 1210 Wien, Austria,
48.2533095,16.4176755, Donaufelder Str. 81, 1210 Wien, Austria,
48.2572509,16.4720986, Zwerchäckerweg 40-80, 1220 Wien, Austria,
48.2574862,16.4709843, Anisgasse 34, 1220 Wien, Austria,
48.2555793,16.498286, Pelargonienweg 41, 1220 Wien, Austria,
48.2573188,16.4620714, Lieblgasse 20, 1220 Wien, Austria,
48.2601385,16.461519, Violaweg 58, 1220 Wien, Austria,
48.2562419,16.5010693, Schneeballenweg 14, 1220 Wien, Austria,
48.2783714,16.4002682, Mitterhofergasse 1, 1210 Wien, Austria,
48.2616019,16.4451271, Oskar-Grissemann-Straße 10, 1220 Wien, Austria,
48.2718399,16.3396381, Kahlenberger Str. 47, 1190 Wien, Austria,
48.27884,16.3806751, Schlossergasse 18, 1210 Wien, Austria,
48.2074997,16.3286519, Koppstraße 40, 1160 Wien, Austria,
48.2950746,16.3926212, Krottenhofgasse 14, 1210 Wien, Austria,
48.2863334,16.4519807, Illgasse 24, 1210 Wien, Austria,
48.279518,16.3527576, Kuchelauer Hafenstraße 22-24, 1190 Wien, Austria,
48.2751941,16.3366012, Josefsdorf 13-14, 1190 Wien, Austria,
48.2407344,16.2774397, Schwarzenbergallee 446, 1170 Wien, Austria,
48.198357,16.2531487, Himmelhofgasse 94, 1130 Wien, Austria,
48.2430837,16.4342026, Dr.-Adolf-Schärf-Platz 4, 1220 Wien, Austria,
48.2084078,16.4708194, Untere Konrathsiedlung 40, 1220 Wien, Austria,
48.2155367,16.3278524, Parhamerpl. 6, 1170 Wien, Austria,
48.3023765,16.3838951, Jungenberggasse 6, 2103 Langenzersdorf, Austria,
48.2273968,16.3667643, Brigittenauer Lände 36, 1200 Wien, Austria,
48.2174407,16.4159804, Handelskai 226-228, 1020 Wien, Austria,
48.2785825,16.3997397, Ödenburger Str. 63, 1210 Wien, Austria,
48.2270714,16.416956, Rudolf-Nurejew-Promenade 9, 1220 Wien, Austria,
48.2426535,16.3863905, Treppelweg, 1200 Wien, Austria,
48.2224954,16.4196633, Kaisermühlenbrücke, 1220 Wien, Austria,
48.1867146,16.4764767, Raffineriestraße B, 1220 Wien, Austria,
48.2141911,16.3334376, Hubergasse 16, 1160 Wien, Austria,
48.2059297,16.4331778, Praterbrücke-Strombrücke 214, 1020 Wien, Austria,
48.2074821,16.4296622, Handelskai 344A, 1020 Wien, Austria,
48.2321623,16.4042912, Stromkilometer 1927, 1220 Wien, Austria,
48.2192416,16.4131992, Handelskai 216, 1020 Wien, Austria,
48.2172227,16.2857062, Liebhartstalstraße 43, 1160 Wien, Austria,
48.2115054,16.3597036, Christkindlmarkt 1523/1, 1010 Wien, Austria,
48.244325,16.4220683, An der Oberen Alten Donau 155-157, 1210 Wien, Austria,
48.2141643,16.3647431, Schottenbastei 7-9, 1010 Wien, Austria,
48.255514,16.3729021, Handelskai 3, 1200 Wien, Austria,
48.225457,16.4948266, An den alten Schanzen, 1220 Wien, Austria,
48.2169182,16.3979815, Kratky-Baschik-Weg, 1020 Wien, Austria,
48.1601764,16.2909063, Atzgersdorfer Str. 26, 1130 Wien, Austria,
48.1973086,16.3227872, Selzergasse 25, 1150 Wien, Austria,
48.1971893,16.3248197, Kardinal-Rauscher-Platz 2, 1150 Wien, Austria,
48.1980127,16.3209607, Wurmsergasse 34A, 1150 Wien, Austria,
48.2255844,16.3447274, Kutschkermarkt B, 1180 Wien, Austria,
48.1967078,16.4095632, Ludwig-Koeßler-Platz 4, 1030 Wien, Austria,
48.1365012,16.3974429, Hintere Liesingbachstraße 1, 1100 Wien, Austria,
48.2453208,16.2689938, Schwarzenbergallee 446, 1170 Wien, Austria,
48.2141003,16.3648473, Schottenbastei 11, 1010 Wien, Austria,
48.2095627,16.358585, Rathauspark U, 1010 Wien, Austria,
48.2117304,16.3386608, Lerchenfelder Gürtel 57, 1170 Wien, Austria,
48.1986096,16.2532751, Nikolausgasse 1, 1130 Wien, Austria,
48.2128806,16.4503996, Franz-Pletersky-Weg 6, 1220 Wien, Austria,
48.2293847,16.1966535, Kampfstraße 4-6, 1140 Wien, Austria,
48.1981806,16.4448522, Treppelweg, 1020 Wien, Austria,
48.2162356,16.3949522, Oswald-Thomas-Platz 1, 1020 Wien, Austria,
48.2095627,16.358585, Rathauspark U, 1010 Wien, Austria,
48.2191801,16.2760002, Johann-Staud-Straße M, 1160 Wien, Austria,
48.2200943,16.4120206, Handelskai 214, 1020 Wien, Austria,
48.1954489,16.2610637, Pfeiffenbergergasse 2, 1130 Wien, Austria,
48.1897351,16.3413505, Mollardgasse 74, 1060 Wien, Austria,
48.2044182,16.3771656, Parkring 14, 1010 Wien, Austria,
48.1986455,16.3707511, Karlsplatz 12, 1040 Wien, Austria,
48.2147415,16.420526, Handelskai 269, 1020 Wien, Austria,
48.2040677,16.3355721, Gablenzg. 206/98, 1160 Wien, Austria,
48.1993489,16.3183988, Schanzstraße 4, 1150 Wien, Austria,
48.2116573,16.3766236, Schwedenpl., 1010 Wien, Austria,
48.1820603,16.3345496, Bendlgasse 6, 1120 Wien, Austria,
48.2120427,16.3585049, Rathauspl. 3, 1010 Wien, Austria,
48.2079132,16.3210039, Brüßlgasse 16-18, 1160 Wien, Austria,
48.2366562,16.405987, Donauufer Autobahn, 1220 Wien, Austria,
48.2267214,16.2439892, Moschingerwiese 399, 1140 Wien, Austria,
48.1858586,16.3016871, Am Pl. W, 1130 Wien, Austria,
48.2273135,16.4036869, Mexikopl. 4, 1020 Wien, Austria,
48.2269935,16.4039519, Mexikopl. 28, 1020 Wien, Austria,
48.2022765,16.4206426, Hauptallee A, 1020 Wien, Austria,
48.2022765,16.4206426, Hauptallee A, 1020 Wien, Austria,
48.1983762,16.3761122, Schwarzenbergpl. H, 1030 Wien, Austria,
48.1801382,16.2901586, Hanselmayergasse 17, 1130 Wien, Austria,
48.20973,16.3358485, Brunnengasse 38, 1160 Wien, Austria,
48.2161027,16.3747904, Obere Donaustraße 71, 1020 Wien, Austria,
48.2118192,16.3362476, Gaullachergasse 2, 1160 Wien, Austria,
48.2396872,16.3776852, Höchstädtpl. 4, 1200 Wien, Austria,
48.2264474,16.4165282, Rudolf-Nurejew-Promenade 9, 1220 Wien, Austria,
48.1589951,16.4967006, 1.Molostraße S, 1110 Wien, Austria,
48.2071545,16.3718631, Weihburggasse 1, 1010 Wien, Austria,
48.203476,16.2561512, Bujattigasse 6, 1140 Wien, Austria,
48.2640685,16.3209397, Am Cobenzl 96, 1190 Wien, Austria,
48.2133403,16.3274252, Ottakringer Str. 77, 1160 Wien, Austria,
48.2625606,16.3148564, Himmelstraße 80, 1190 Wien, Austria,
48.2225512,16.3866695, Volkert-pl. 10, 1020 Wien, Austria,
48.2158891,16.3795621, Karmeliterpl. 2, 1020 Wien, Austria,
48.2062358,16.3497159, Lerchenfelder Str. 41, 1070 Wien, Austria,
48.2150656,16.3374769, Ottakringer Str. 30, 1170 Wien, Austria,
48.2145303,16.3684634, Börsegasse 10, 1010 Wien, Austria,
48.2452813,16.3956391, Am Rollerdamm 2, 1210 Wien, Austria,
48.2453484,16.3957613, An der Neuen Donau, 1210 Wien, Austria,
48.263887,16.3669127, Klosterneuburger Str. 1, 1190 Wien, Austria,
48.2604112,16.3683989, Klosterneuburger Str. 2, 1190 Wien, Austria,
48.2077496,16.4292994, Handelskai 344, 1020 Wien, Austria,
48.1929507,16.4622821, Steinspornbrücke, 1220 Wien, Austria,
48.1950889,16.4477857, Hafenzufahrtsstraße 22, 1020 Wien, Austria,
48.2168483,16.3613109, Wasagasse 9, 1090 Wien, Austria,
48.1675935,16.4794089, Neu Albern 83, 1110 Wien, Austria,
48.2540767,16.3672566, Kreilpl. 1, 1190 Wien, Austria,
48.2148874,16.2779148, Heschweg 100, 1160 Wien, Austria,
48.2098246,16.2487084, Venusweg 2, 1140 Wien, Austria,
48.2876851,16.4473785, Zukunftsweg 14, 1210 Wien, Austria,
48.1767731,16.3772062, Viktor-Adler-Platz 12, 1100 Wien, Austria,
48.2868287,16.4452384, Gerasdorfer Str. 312, 1210 Wien, Austria,
48.2328413,16.3710442, Brigittapl. 10, 1200 Wien, Austria,
48.2107265,16.3595679, Niklas Graf Salm Denkmal, 1010 Wien, Austria,
48.2889909,16.4218383, Rittingergasse 57, 1210 Wien, Austria,
48.2829025,16.4518627, Triestinggasse 31, 1210 Wien, Austria,
48.3009731,16.3807298, Fillenbaumgasse 39, 1210 Wien, Austria,
48.2977415,16.3853001, Langenzersdorferstr. 40, 1210 Wien, Austria,
48.300896,16.3873973, Am Bisamberg 13, 1210 Wien, Austria,
48.3040707,16.4053727, Clessgasse 3-9, 1210 Wien, Austria,
48.30527,16.4068683, Weinsteiggasse 21, 1210 Wien, Austria,
48.2215679,16.334755, Dornerpl. 8-9, 1170 Wien, Austria,
48.2399616,16.2761796, Neuwaldegger Str. 59, 1170 Wien, Austria,
48.1506995,16.267705, Maurer Hauptpl. 7, 1230 Wien, Austria,
48.1520991,16.448556, Simmeringer Hauptstraße 240, 1110 Wien, Austria,
48.1503168,16.4425767, Zentralfriedhof 860/1, 1110 Wien, Austria,
48.1649253,16.2876065, Gallgasse 61, 1130 Wien, Austria,
48.1676865,16.271347, Pallenbergstraße 1, 1130 Wien, Austria,
48.1668817,16.2566892, Hermesstraße 209, 1130 Wien, Austria,
48.1765032,16.3154073, Hohenbergstraße 23, 1120 Wien, Austria,
48.1746623,16.2655013, Joseph-Lister-Gasse 39, 1130 Wien, Austria,
48.1818164,16.3411119, Malfattigasse 17, 1120 Wien, Austria,
48.1911983,16.2754172, Amalienstraße 34, 1130 Wien, Austria,
48.2046916,16.2985842, Burgersteingasse 23, 1140 Wien, Austria,
48.1989042,16.3128581, Hütteldorfer Str. 113A, 1140 Wien, Austria,
48.2069929,16.2803464, Baumgartner Höhe 956/9, 1140 Wien, Austria,
48.2071447,16.2649186, Rosentalgasse 33, 1140 Wien, Austria,
48.2022765,16.4206426, Hauptallee A, 1020 Wien, Austria,
48.2025392,16.433227, Otto-Futterknecht-Weg, 1020 Wien, Austria,
48.202332,16.4853282, Schilfweg 138, 1220 Wien, Austria,
48.205575,16.4741885, Dragonerweg 2, 1220 Wien, Austria,
48.2064581,16.4767687, Biberhaufenweg 73, 1220 Wien, Austria,
48.2119422,16.3653494, Freyung 6A, 1010 Wien, Austria,
48.2127912,16.363102, Mölker Steig 9, 1010 Wien, Austria,
48.2027547,16.3391274, Kandlgasse 37, 1070 Wien, Austria,
48.1456901,16.2539609, Anton-Krieger-Gasse 191-193, 1230 Wien, Austria,
48.2108756,16.3724211, Hoher Markt 4, 1010 Wien, Austria,
48.2128497,16.2510406, Hüttelbergstraße 63, 1140 Wien, Austria,
48.2081628,16.3707483, Graben 8, 1010 Wien, Austria,
48.202164,16.3360226, Wurzbachgasse 2-8, 1150 Wien, Austria,
48.2098612,16.3580227, Rathauspl. 8-9, 1010 Wien, Austria,
48.2144163,16.3178165, Familienpl. 4, 1160 Wien, Austria,
48.2100622,16.2621668, Steinböckengasse 52, 1140 Wien, Austria,
48.2058397,16.362601, Heldenplatz 21/4, 1010 Wien, Austria,
